state,district,forecast_month,predicted_update_total,predicted_stress_level
Chandigarh,Chandigarh,2026-01-01,21037.5,High
Chandigarh,Chandigarh,2026-02-01,25526.0,High
Chandigarh,Chandigarh,2026-03-01,30014.5,High
Chandigarh,Mohali,2026-01-01,7.0,Low
Chandigarh,Mohali,2026-02-01,9.0,Low
Chandigarh,Mohali,2026-03-01,11.0,Low
Chandigarh,Rupnagar,2026-01-01,12.5,Low
Chandigarh,Rupnagar,2026-02-01,15.0,Low
Chandigarh,Rupnagar,2026-03-01,17.5,Low
Chhatisgarh,Raipur,2026-01-01,5.0,Low
Chhatisgarh,Raipur,2026-02-01,6.0,Low
Chhatisgarh,Raipur,2026-03-01,7.0,Low
Chhattisgarh,Balod,2026-01-01,42166.0,High
Chhattisgarh,Balod,2026-02-01,53396.0,High
Chhattisgarh,Balod,2026-03-01,64626.0,High
Chhattisgarh,Baloda Bazar,2026-01-01,83882.0,High
Chhattisgarh,Baloda Bazar,2026-02-01,104521.0,High
Chhattisgarh,Baloda Bazar,2026-03-01,125160.0,High
Chhattisgarh,Balrampur,2026-01-01,38178.0,High
Chhattisgarh,Balrampur,2026-02-01,48712.0,High
Chhattisgarh,Balrampur,2026-03-01,59246.0,High
Chhattisgarh,Bastar,2026-01-01,60702.0,High
Chhattisgarh,Bastar,2026-02-01,75819.0,High
Chhattisgarh,Bastar,2026-03-01,90936.0,High
Chhattisgarh,Bemetara,2026-01-01,58381.5,High
Chhattisgarh,Bemetara,2026-02-01,73879.0,High
Chhattisgarh,Bemetara,2026-03-01,89376.5,High
Chhattisgarh,Bijapur,2026-01-01,14475.5,High
Chhattisgarh,Bijapur,2026-02-01,18215.0,High
Chhattisgarh,Bijapur,2026-03-01,21954.5,High
Chhattisgarh,Bilaspur,2026-01-01,108269.0,High
Chhattisgarh,Bilaspur,2026-02-01,133332.0,High
Chhattisgarh,Bilaspur,2026-03-01,158395.0,High
Chhattisgarh,Dakshin Bastar Dantewada,2026-01-01,10432.5,High
Chhattisgarh,Dakshin Bastar Dantewada,2026-02-01,13118.0,High
Chhattisgarh,Dakshin Bastar Dantewada,2026-03-01,15803.5,High
Chhattisgarh,Dantewada,2026-01-01,5269.5,Medium
Chhattisgarh,Dantewada,2026-02-01,6585.0,Medium
Chhattisgarh,Dantewada,2026-03-01,7900.5,Medium
Chhattisgarh,Dhamtari,2026-01-01,39176.0,High
Chhattisgarh,Dhamtari,2026-02-01,48600.0,High
Chhattisgarh,Dhamtari,2026-03-01,58024.0,High
Chhattisgarh,Durg,2026-01-01,76489.0,High
Chhattisgarh,Durg,2026-02-01,97399.0,High
Chhattisgarh,Durg,2026-03-01,118309.0,High
Chhattisgarh,Gariyaband,2026-01-01,31022.5,High
Chhattisgarh,Gariyaband,2026-02-01,38775.0,High
Chhattisgarh,Gariyaband,2026-03-01,46527.5,High
Chhattisgarh,Gaurela-pendra-marwahi,2026-01-01,1897.5,Low
Chhattisgarh,Gaurela-pendra-marwahi,2026-02-01,2347.0,Medium
Chhattisgarh,Gaurela-pendra-marwahi,2026-03-01,2796.5,Medium
Chhattisgarh,Janjgir - Champa,2026-01-01,269.0,Low
Chhattisgarh,Janjgir - Champa,2026-02-01,336.0,Low
Chhattisgarh,Janjgir - Champa,2026-03-01,403.0,Low
Chhattisgarh,Janjgir Champa,2026-01-01,245.5,Low
Chhattisgarh,Janjgir Champa,2026-02-01,306.0,Low
Chhattisgarh,Janjgir Champa,2026-03-01,366.5,Low
Chhattisgarh,Janjgir-champa,2026-01-01,84189.5,High
Chhattisgarh,Janjgir-champa,2026-02-01,102004.0,High
Chhattisgarh,Janjgir-champa,2026-03-01,119818.5,High
Chhattisgarh,Jashpur,2026-01-01,46543.0,High
Chhattisgarh,Jashpur,2026-02-01,57982.0,High
Chhattisgarh,Jashpur,2026-03-01,69421.0,High
Chhattisgarh,Kabeerdham,2026-01-01,22617.0,High
Chhattisgarh,Kabeerdham,2026-02-01,28685.0,High
Chhattisgarh,Kabeerdham,2026-03-01,34753.0,High
Chhattisgarh,Kanker,2026-01-01,37031.5,High
Chhattisgarh,Kanker,2026-02-01,47154.0,High
Chhattisgarh,Kanker,2026-03-01,57276.5,High
Chhattisgarh,Kawardha,2026-01-01,48949.5,High
Chhattisgarh,Kawardha,2026-02-01,61527.0,High
Chhattisgarh,Kawardha,2026-03-01,74104.5,High
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-01-01,2825.5,Medium
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-02-01,3585.0,Medium
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-03-01,4344.5,Medium
Chhattisgarh,Kondagaon,2026-01-01,37878.0,High
Chhattisgarh,Kondagaon,2026-02-01,47729.0,High
Chhattisgarh,Kondagaon,2026-03-01,57580.0,High
Chhattisgarh,Korba,2026-01-01,39405.5,High
Chhattisgarh,Korba,2026-02-01,46888.0,High
Chhattisgarh,Korba,2026-03-01,54370.5,High
Chhattisgarh,Koriya,2026-01-01,32855.5,High
Chhattisgarh,Koriya,2026-02-01,40564.0,High
Chhattisgarh,Koriya,2026-03-01,48272.5,High
Chhattisgarh,Mahasamund,2026-01-01,59152.5,High
Chhattisgarh,Mahasamund,2026-02-01,75394.0,High
Chhattisgarh,Mahasamund,2026-03-01,91635.5,High
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-08-01,22.0,Low
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-09-01,0.0,Low
Chhattisgarh,ManendragarhChirmiriBharatpur,2025-10-01,0.0,Low
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2026-01-01,3366.0,Medium
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2026-02-01,4268.0,Medium
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2026-03-01,5170.0,Medium
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2026-01-01,160.0,Low
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2026-02-01,209.0,Low
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2026-03-01,258.0,Low
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2026-01-01,9727.0,High
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2026-02-01,12532.0,High
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2026-03-01,15337.0,High
Chhattisgarh,Mungeli,2026-01-01,61264.5,High
Chhattisgarh,Mungeli,2026-02-01,78183.0,High
Chhattisgarh,Mungeli,2026-03-01,95101.5,High
Chhattisgarh,Narayanpur,2026-01-01,10692.5,High
Chhattisgarh,Narayanpur,2026-02-01,13685.0,High
Chhattisgarh,Narayanpur,2026-03-01,16677.5,High
Chhattisgarh,Raigarh,2026-01-01,66955.5,High
Chhattisgarh,Raigarh,2026-02-01,78649.0,High
Chhattisgarh,Raigarh,2026-03-01,90342.5,High
Chhattisgarh,Raipur,2026-01-01,107834.5,High
Chhattisgarh,Raipur,2026-02-01,138729.0,High
Chhattisgarh,Raipur,2026-03-01,169623.5,High
Chhattisgarh,Rajnandgaon,2026-01-01,78452.0,High
Chhattisgarh,Rajnandgaon,2026-02-01,98328.0,High
Chhattisgarh,Rajnandgaon,2026-03-01,118204.0,High
Chhattisgarh,Sakti,2026-01-01,5114.0,Medium
Chhattisgarh,Sakti,2026-02-01,6446.0,Medium
Chhattisgarh,Sakti,2026-03-01,7778.0,Medium
Chhattisgarh,Sarangarh-Bilaigarh,2026-01-01,6497.5,Medium
Chhattisgarh,Sarangarh-Bilaigarh,2026-02-01,8340.0,High
Chhattisgarh,Sarangarh-Bilaigarh,2026-03-01,10182.5,High
Chhattisgarh,Sukma,2026-01-01,21434.0,High
Chhattisgarh,Sukma,2026-02-01,27532.0,High
Chhattisgarh,Sukma,2026-03-01,33630.0,High
Chhattisgarh,Surajpur,2026-01-01,43892.0,High
Chhattisgarh,Surajpur,2026-02-01,53895.0,High
Chhattisgarh,Surajpur,2026-03-01,63898.0,High
Chhattisgarh,Surguja,2026-01-01,73504.5,High
Chhattisgarh,Surguja,2026-02-01,93094.0,High
Chhattisgarh,Surguja,2026-03-01,112683.5,High
Chhattisgarh,Uttar Bastar Kanker,2026-01-01,19961.0,High
Chhattisgarh,Uttar Bastar Kanker,2026-02-01,25455.0,High
Chhattisgarh,Uttar Bastar Kanker,2026-03-01,30949.0,High
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2026-01-01,295.0,Low
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2026-02-01,365.0,Low
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2026-03-01,435.0,Low
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2026-01-01,5701.0,Medium
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2026-02-01,7002.0,Medium
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2026-03-01,8303.0,High
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2026-01-01,956.0,Low
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2026-02-01,1178.0,Low
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2026-03-01,1400.0,Low
Dadra and Nagar Haveli and Daman and Diu,Daman,2026-01-01,653.0,Low
Dadra and Nagar Haveli and Daman and Diu,Daman,2026-02-01,825.0,Low
Dadra and Nagar Haveli and Daman and Diu,Daman,2026-03-01,997.0,Low
Dadra and Nagar Haveli and Daman and Diu,Diu,2026-01-01,85.5,Low
Dadra and Nagar Haveli and Daman and Diu,Diu,2026-02-01,104.0,Low
Dadra and Nagar Haveli and Daman and Diu,Diu,2026-03-01,122.5,Low
Daman & Diu,Daman,2026-01-01,477.5,Low
Daman & Diu,Daman,2026-02-01,596.0,Low
Daman & Diu,Daman,2026-03-01,714.5,Low
Daman & Diu,Diu,2026-01-01,344.5,Low
Daman & Diu,Diu,2026-02-01,434.0,Low
Daman & Diu,Diu,2026-03-01,523.5,Low
Daman and Diu,Daman,2026-01-01,1244.0,Low
Daman and Diu,Daman,2026-02-01,1535.0,Low
Daman and Diu,Daman,2026-03-01,1826.0,Low
Daman and Diu,Diu,2026-01-01,601.0,Low
Daman and Diu,Diu,2026-02-01,751.0,Low
Daman and Diu,Diu,2026-03-01,901.0,Low
Delhi,Central Delhi,2026-01-01,17718.5,High
Delhi,Central Delhi,2026-02-01,21962.0,High
Delhi,Central Delhi,2026-03-01,26205.5,High
Delhi,East Delhi,2026-01-01,43401.5,High
Delhi,East Delhi,2026-02-01,53952.0,High
Delhi,East Delhi,2026-03-01,64502.5,High
Delhi,Najafgarh,2026-01-01,284.0,Low
Delhi,Najafgarh,2026-02-01,356.0,Low
Delhi,Najafgarh,2026-03-01,428.0,Low
Delhi,New Delhi,2026-01-01,2093.0,Medium
Delhi,New Delhi,2026-02-01,2603.0,Medium
Delhi,New Delhi,2026-03-01,3113.0,Medium
Delhi,North Delhi,2026-01-01,25984.0,High
Delhi,North Delhi,2026-02-01,32762.0,High
Delhi,North Delhi,2026-03-01,39540.0,High
Delhi,North East,2026-01-01,10769.5,High
Delhi,North East,2026-02-01,13295.0,High
Delhi,North East,2026-03-01,15820.5,High
Delhi,North East Delhi,2026-01-01,52966.5,High
Delhi,North East Delhi,2026-02-01,66912.0,High
Delhi,North East Delhi,2026-03-01,80857.5,High
Delhi,North West Delhi,2026-01-01,101323.0,High
Delhi,North West Delhi,2026-02-01,125896.0,High
Delhi,North West Delhi,2026-03-01,150469.0,High
Delhi,Shahdara,2026-01-01,5636.5,Medium
Delhi,Shahdara,2026-02-01,7020.0,Medium
Delhi,Shahdara,2026-03-01,8403.5,High
Delhi,South Delhi,2026-01-01,67204.0,High
Delhi,South Delhi,2026-02-01,82462.0,High
Delhi,South Delhi,2026-03-01,97720.0,High
Delhi,South East Delhi,2026-01-01,922.5,Low
Delhi,South East Delhi,2026-02-01,1172.0,Low
Delhi,South East Delhi,2026-03-01,1421.5,Low
Delhi,South West Delhi,2026-01-01,50924.0,High
Delhi,South West Delhi,2026-02-01,62845.0,High
Delhi,South West Delhi,2026-03-01,74766.0,High
Delhi,West Delhi,2026-01-01,61316.0,High
Delhi,West Delhi,2026-02-01,76169.0,High
Delhi,West Delhi,2026-03-01,91022.0,High
Goa,Bardez,2026-01-01,32.5,Low
Goa,Bardez,2026-02-01,39.0,Low
Goa,Bardez,2026-03-01,45.5,Low
Goa,North Goa,2026-01-01,12563.0,High
Goa,North Goa,2026-02-01,14494.0,High
Goa,North Goa,2026-03-01,16425.0,High
Goa,South Goa,2026-01-01,10240.5,High
Goa,South Goa,2026-02-01,12103.0,High
Goa,South Goa,2026-03-01,13965.5,High
Goa,Tiswadi,2026-01-01,1.5,Low
Goa,Tiswadi,2026-02-01,1.0,Low
Goa,Tiswadi,2026-03-01,0.5,Low
Gujarat,Ahmadabad,2026-01-01,8756.5,High
Gujarat,Ahmadabad,2026-02-01,11085.0,High
Gujarat,Ahmadabad,2026-03-01,13413.5,High
Gujarat,Ahmedabad,2026-01-01,160537.5,High
Gujarat,Ahmedabad,2026-02-01,204285.0,High
Gujarat,Ahmedabad,2026-03-01,248032.5,High
Gujarat,Amreli,2026-01-01,23854.0,High
Gujarat,Amreli,2026-02-01,30224.0,High
Gujarat,Amreli,2026-03-01,36594.0,High
Gujarat,Anand,2026-01-01,35821.0,High
Gujarat,Anand,2026-02-01,45691.0,High
Gujarat,Anand,2026-03-01,55561.0,High
Gujarat,Arvalli,2026-01-01,11787.0,High
Gujarat,Arvalli,2026-02-01,15219.0,High
Gujarat,Arvalli,2026-03-01,18651.0,High
Gujarat,Banas Kantha,2026-01-01,566.5,Low
Gujarat,Banas Kantha,2026-02-01,720.0,Low
Gujarat,Banas Kantha,2026-03-01,873.5,Low
Gujarat,Banaskantha,2026-01-01,68950.5,High
Gujarat,Banaskantha,2026-02-01,88298.0,High
Gujarat,Banaskantha,2026-03-01,107645.5,High
Gujarat,Bharuch,2026-01-01,31594.5,High
Gujarat,Bharuch,2026-02-01,40159.0,High
Gujarat,Bharuch,2026-03-01,48723.5,High
Gujarat,Bhavnagar,2026-01-01,47323.0,High
Gujarat,Bhavnagar,2026-02-01,60179.0,High
Gujarat,Bhavnagar,2026-03-01,73035.0,High
Gujarat,Botad,2026-01-01,5176.5,Medium
Gujarat,Botad,2026-02-01,6454.0,Medium
Gujarat,Botad,2026-03-01,7731.5,Medium
Gujarat,Chhotaudepur,2026-01-01,8594.5,High
Gujarat,Chhotaudepur,2026-02-01,10822.0,High
Gujarat,Chhotaudepur,2026-03-01,13049.5,High
Gujarat,Dahod,2026-01-01,31600.5,High
Gujarat,Dahod,2026-02-01,39951.0,High
Gujarat,Dahod,2026-03-01,48301.5,High
Gujarat,Devbhumi Dwarka,2026-01-01,10199.0,High
Gujarat,Devbhumi Dwarka,2026-02-01,13200.0,High
Gujarat,Devbhumi Dwarka,2026-03-01,16201.0,High
Gujarat,Dohad,2026-01-01,5329.0,Medium
Gujarat,Dohad,2026-02-01,6672.0,Medium
Gujarat,Dohad,2026-03-01,8015.0,High
Gujarat,Gandhinagar,2026-01-01,28825.0,High
Gujarat,Gandhinagar,2026-02-01,36841.0,High
Gujarat,Gandhinagar,2026-03-01,44857.0,High
Gujarat,Gir Somnath,2026-01-01,15144.0,High
Gujarat,Gir Somnath,2026-02-01,19333.0,High
Gujarat,Gir Somnath,2026-03-01,23522.0,High
Gujarat,Jamnagar,2026-01-01,34409.0,High
Gujarat,Jamnagar,2026-02-01,43631.0,High
Gujarat,Jamnagar,2026-03-01,52853.0,High
Gujarat,Junagadh,2026-01-01,41755.5,High
Gujarat,Junagadh,2026-02-01,53464.0,High
Gujarat,Junagadh,2026-03-01,65172.5,High
Gujarat,Kachchh,2026-01-01,45679.0,High
Gujarat,Kachchh,2026-02-01,58075.0,High
Gujarat,Kachchh,2026-03-01,70471.0,High
Gujarat,Kheda,2026-01-01,38349.5,High
Gujarat,Kheda,2026-02-01,48431.0,High
Gujarat,Kheda,2026-03-01,58512.5,High
Gujarat,Mahesana,2026-01-01,34637.0,High
Gujarat,Mahesana,2026-02-01,44027.0,High
Gujarat,Mahesana,2026-03-01,53417.0,High
Gujarat,Mahisagar,2026-01-01,10022.5,High
Gujarat,Mahisagar,2026-02-01,12716.0,High
Gujarat,Mahisagar,2026-03-01,15409.5,High
Gujarat,Morbi,2026-01-01,9076.0,High
Gujarat,Morbi,2026-02-01,11280.0,High
Gujarat,Morbi,2026-03-01,13484.0,High
Gujarat,Narmada,2026-01-01,10119.5,High
Gujarat,Narmada,2026-02-01,12816.0,High
Gujarat,Narmada,2026-03-01,15512.5,High
Gujarat,Navsari,2026-01-01,17877.0,High
Gujarat,Navsari,2026-02-01,22243.0,High
Gujarat,Navsari,2026-03-01,26609.0,High
Gujarat,Panch Mahals,2026-01-01,388.5,Low
Gujarat,Panch Mahals,2026-02-01,486.0,Low
Gujarat,Panch Mahals,2026-03-01,583.5,Low
Gujarat,Panchmahals,2026-01-01,42892.0,High
Gujarat,Panchmahals,2026-02-01,54731.0,High
Gujarat,Panchmahals,2026-03-01,66570.0,High
Gujarat,Patan,2026-01-01,27634.0,High
Gujarat,Patan,2026-02-01,35119.0,High
Gujarat,Patan,2026-03-01,42604.0,High
Gujarat,Porbandar,2026-01-01,9343.0,High
Gujarat,Porbandar,2026-02-01,11610.0,High
Gujarat,Porbandar,2026-03-01,13877.0,High
Gujarat,Rajkot,2026-01-01,65887.0,High
Gujarat,Rajkot,2026-02-01,83122.0,High
Gujarat,Rajkot,2026-03-01,100357.0,High
Gujarat,Sabar Kantha,2026-01-01,632.0,Low
Gujarat,Sabar Kantha,2026-02-01,779.0,Low
Gujarat,Sabar Kantha,2026-03-01,926.0,Low
Gujarat,Sabarkantha,2026-01-01,36297.0,High
Gujarat,Sabarkantha,2026-02-01,46348.0,High
Gujarat,Sabarkantha,2026-03-01,56399.0,High
Gujarat,Surat,2026-01-01,130444.5,High
Gujarat,Surat,2026-02-01,163408.0,High
Gujarat,Surat,2026-03-01,196371.5,High
Gujarat,Surendra Nagar,2026-01-01,27794.0,High
Gujarat,Surendra Nagar,2026-02-01,35170.0,High
Gujarat,Surendra Nagar,2026-03-01,42546.0,High
Gujarat,Surendranagar,2026-01-01,824.5,Low
Gujarat,Surendranagar,2026-02-01,1049.0,Low
Gujarat,Surendranagar,2026-03-01,1273.5,Low
Gujarat,Tapi,2026-01-01,13546.0,High
Gujarat,Tapi,2026-02-01,17258.0,High
Gujarat,Tapi,2026-03-01,20970.0,High
Gujarat,The Dangs,2026-01-01,4422.5,Medium
Gujarat,The Dangs,2026-02-01,5311.0,Medium
Gujarat,The Dangs,2026-03-01,6199.5,Medium
Gujarat,Vadodara,2026-01-01,76639.5,High
Gujarat,Vadodara,2026-02-01,96984.0,High
Gujarat,Vadodara,2026-03-01,117328.5,High
Gujarat,Valsad,2026-01-01,26006.5,High
Gujarat,Valsad,2026-02-01,32381.0,High
Gujarat,Valsad,2026-03-01,38755.5,High
Haryana,Ambala,2026-01-01,20897.0,High
Haryana,Ambala,2026-02-01,25527.0,High
Haryana,Ambala,2026-03-01,30157.0,High
Haryana,Bhiwani,2026-01-01,28175.5,High
Haryana,Bhiwani,2026-02-01,33949.0,High
Haryana,Bhiwani,2026-03-01,39722.5,High
Haryana,Charkhi Dadri,2026-01-01,5777.5,Medium
Haryana,Charkhi Dadri,2026-02-01,7061.0,Medium
Haryana,Charkhi Dadri,2026-03-01,8344.5,High
Haryana,Faridabad,2026-01-01,56267.0,High
Haryana,Faridabad,2026-02-01,69217.0,High
Haryana,Faridabad,2026-03-01,82167.0,High
Haryana,Fatehabad,2026-01-01,19895.0,High
Haryana,Fatehabad,2026-02-01,23210.0,High
Haryana,Fatehabad,2026-03-01,26525.0,High
Haryana,Gurgaon,2026-01-01,38589.5,High
Haryana,Gurgaon,2026-02-01,46794.0,High
Haryana,Gurgaon,2026-03-01,54998.5,High
Haryana,Gurugram,2025-08-01,0.0,Low
Haryana,Gurugram,2025-09-01,0.0,Low
Haryana,Gurugram,2025-10-01,0.0,Low
Haryana,Hisar,2026-01-01,31611.0,High
Haryana,Hisar,2026-02-01,36969.0,High
Haryana,Hisar,2026-03-01,42327.0,High
Haryana,Jhajjar,2026-01-01,17608.0,High
Haryana,Jhajjar,2026-02-01,20862.0,High
Haryana,Jhajjar,2026-03-01,24116.0,High
Haryana,Jind,2026-01-01,27396.5,High
Haryana,Jind,2026-02-01,32985.0,High
Haryana,Jind,2026-03-01,38573.5,High
Haryana,Kaithal,2026-01-01,19133.0,High
Haryana,Kaithal,2026-02-01,22878.0,High
Haryana,Kaithal,2026-03-01,26623.0,High
Haryana,Karnal,2026-01-01,26339.5,High
Haryana,Karnal,2026-02-01,31855.0,High
Haryana,Karnal,2026-03-01,37370.5,High
Haryana,Kurukshetra,2026-01-01,18993.5,High
Haryana,Kurukshetra,2026-02-01,23010.0,High
Haryana,Kurukshetra,2026-03-01,27026.5,High
Haryana,Mahendragarh,2026-01-01,18743.0,High
Haryana,Mahendragarh,2026-02-01,22867.0,High
Haryana,Mahendragarh,2026-03-01,26991.0,High
Haryana,Mewat,2026-01-01,32332.0,High
Haryana,Mewat,2026-02-01,38682.0,High
Haryana,Mewat,2026-03-01,45032.0,High
Haryana,Palwal,2026-01-01,26778.0,High
Haryana,Palwal,2026-02-01,32229.0,High
Haryana,Palwal,2026-03-01,37680.0,High
Haryana,Panchkula,2026-01-01,12819.0,High
Haryana,Panchkula,2026-02-01,15462.0,High
Haryana,Panchkula,2026-03-01,18105.0,High
Haryana,Panipat,2026-01-01,26969.0,High
Haryana,Panipat,2026-02-01,32719.0,High
Haryana,Panipat,2026-03-01,38469.0,High
Haryana,Rewari,2026-01-01,18999.5,High
Haryana,Rewari,2026-02-01,22627.0,High
Haryana,Rewari,2026-03-01,26254.5,High
Haryana,Rohtak,2026-01-01,19689.5,High
Haryana,Rohtak,2026-02-01,23601.0,High
Haryana,Rohtak,2026-03-01,27512.5,High
Haryana,Sirsa,2026-01-01,30648.0,High
Haryana,Sirsa,2026-02-01,36232.0,High
Haryana,Sirsa,2026-03-01,41816.0,High
Haryana,Sonipat,2026-01-01,25163.5,High
Haryana,Sonipat,2026-02-01,30030.0,High
Haryana,Sonipat,2026-03-01,34896.5,High
Haryana,Yamuna Nagar,2026-01-01,29526.0,High
Haryana,Yamuna Nagar,2026-02-01,35899.0,High
Haryana,Yamuna Nagar,2026-03-01,42272.0,High
Haryana,Yamunanagar,2026-01-01,385.5,Low
Haryana,Yamunanagar,2026-02-01,455.0,Low
Haryana,Yamunanagar,2026-03-01,524.5,Low
Himachal Pradesh,Bilaspur,2026-01-01,5676.5,Medium
Himachal Pradesh,Bilaspur,2026-02-01,6494.0,Medium
Himachal Pradesh,Bilaspur,2026-03-01,7311.5,Medium
Himachal Pradesh,Chamba,2026-01-01,11517.5,High
Himachal Pradesh,Chamba,2026-02-01,13679.0,High
Himachal Pradesh,Chamba,2026-03-01,15840.5,High
Himachal Pradesh,Hamirpur,2026-01-01,6630.0,Medium
Himachal Pradesh,Hamirpur,2026-02-01,7683.0,Medium
Himachal Pradesh,Hamirpur,2026-03-01,8736.0,High
Himachal Pradesh,Kangra,2026-01-01,28469.5,High
Himachal Pradesh,Kangra,2026-02-01,33485.0,High
Himachal Pradesh,Kangra,2026-03-01,38500.5,High
Himachal Pradesh,Kinnaur,2026-01-01,1069.5,Low
Himachal Pradesh,Kinnaur,2026-02-01,1195.0,Low
Himachal Pradesh,Kinnaur,2026-03-01,1320.5,Low
Himachal Pradesh,Kullu,2026-01-01,7025.0,Medium
Himachal Pradesh,Kullu,2026-02-01,8203.0,High
Himachal Pradesh,Kullu,2026-03-01,9381.0,High
Himachal Pradesh,Lahaul and Spiti,2026-01-01,75.5,Low
Himachal Pradesh,Lahaul and Spiti,2026-02-01,96.0,Low
Himachal Pradesh,Lahaul and Spiti,2026-03-01,116.5,Low
Himachal Pradesh,Lahul & Spiti,2026-01-01,313.5,Low
Himachal Pradesh,Lahul & Spiti,2026-02-01,356.0,Low
Himachal Pradesh,Lahul & Spiti,2026-03-01,398.5,Low
Himachal Pradesh,Lahul and Spiti,2026-01-01,494.0,Low
Himachal Pradesh,Lahul and Spiti,2026-02-01,609.0,Low
Himachal Pradesh,Lahul and Spiti,2026-03-01,724.0,Low
Himachal Pradesh,Mandi,2026-01-01,13181.0,High
Himachal Pradesh,Mandi,2026-02-01,14253.0,High
Himachal Pradesh,Mandi,2026-03-01,15325.0,High
Himachal Pradesh,Shimla,2026-01-01,10967.0,High
Himachal Pradesh,Shimla,2026-02-01,12375.0,High
Himachal Pradesh,Shimla,2026-03-01,13783.0,High
Himachal Pradesh,Sirmaur,2026-01-01,7910.0,Medium
Himachal Pradesh,Sirmaur,2026-02-01,9300.0,High
Himachal Pradesh,Sirmaur,2026-03-01,10690.0,High
Himachal Pradesh,Solan,2026-01-01,8815.5,High
Himachal Pradesh,Solan,2026-02-01,10186.0,High
Himachal Pradesh,Solan,2026-03-01,11556.5,High
Himachal Pradesh,Una,2026-01-01,8651.0,High
Himachal Pradesh,Una,2026-02-01,9921.0,High
Himachal Pradesh,Una,2026-03-01,11191.0,High
Jammu & Kashmir,Anantnag,2026-01-01,9.0,Low
Jammu & Kashmir,Anantnag,2026-02-01,10.0,Low
Jammu & Kashmir,Anantnag,2026-03-01,11.0,Low
Jammu & Kashmir,Badgam,2026-01-01,3.0,Low
Jammu & Kashmir,Badgam,2026-02-01,3.0,Low
Jammu & Kashmir,Badgam,2026-03-01,3.0,Low
Jammu & Kashmir,Bandipur,2026-01-01,0.0,Low
Jammu & Kashmir,Bandipur,2026-02-01,0.0,Low
Jammu & Kashmir,Bandipur,2026-03-01,0.0,Low
Jammu & Kashmir,Baramula,2026-01-01,72.0,Low
Jammu & Kashmir,Baramula,2026-02-01,87.0,Low
Jammu & Kashmir,Baramula,2026-03-01,102.0,Low
Jammu & Kashmir,Doda,2026-01-01,2.5,Low
Jammu & Kashmir,Doda,2026-02-01,2.0,Low
Jammu & Kashmir,Doda,2026-03-01,1.5,Low
Jammu & Kashmir,Jammu,2026-01-01,164.0,Low
Jammu & Kashmir,Jammu,2026-02-01,192.0,Low
Jammu & Kashmir,Jammu,2026-03-01,220.0,Low
Jammu & Kashmir,Kargil,2026-01-01,4.5,Low
Jammu & Kashmir,Kargil,2026-02-01,6.0,Low
Jammu & Kashmir,Kargil,2026-03-01,7.5,Low
Jammu & Kashmir,Kathua,2026-01-01,44.5,Low
Jammu & Kashmir,Kathua,2026-02-01,54.0,Low
Jammu & Kashmir,Kathua,2026-03-01,63.5,Low
Jammu & Kashmir,Kupwara,2026-01-01,8.0,Low
Jammu & Kashmir,Kupwara,2026-02-01,10.0,Low
Jammu & Kashmir,Kupwara,2026-03-01,12.0,Low
Jammu & Kashmir,Leh (ladakh),2026-01-01,0.0,Low
Jammu & Kashmir,Leh (ladakh),2026-02-01,0.0,Low
Jammu & Kashmir,Leh (ladakh),2026-03-01,0.0,Low
Jammu & Kashmir,Pulwama,2026-01-01,1.0,Low
Jammu & Kashmir,Pulwama,2026-02-01,1.0,Low
Jammu & Kashmir,Pulwama,2026-03-01,1.0,Low
Jammu & Kashmir,Punch,2026-01-01,4.0,Low
Jammu & Kashmir,Punch,2026-02-01,5.0,Low
Jammu & Kashmir,Punch,2026-03-01,6.0,Low
Jammu & Kashmir,Rajauri,2026-01-01,21.5,Low
Jammu & Kashmir,Rajauri,2026-02-01,28.0,Low
Jammu & Kashmir,Rajauri,2026-03-01,34.5,Low
Jammu & Kashmir,Srinagar,2026-01-01,10.0,Low
Jammu & Kashmir,Srinagar,2026-02-01,12.0,Low
Jammu & Kashmir,Srinagar,2026-03-01,14.0,Low
