state,district,month,enrol_total,demo_total,bio_total,update_total,update_pressure,growth_rate,rolling_updates,privacy_flag,confidence_score,service_stress_score,stress_level,enrol_norm,update_norm,pressure_norm,growth_norm,aadhaar_maturity_index,maturity_category
Andhra Pradesh,Warangal,2025-09,464.0,5737.0,7818.0,13555.0,29.213362068965516,0.8821160788669813,8918.0,Safe,1.0,7866.711191335739,High,0.028005794302269432,0.06299670028349677,0.009384311618684716,0.10571103739668028,0.04254929386936177,Underserved
Andhra Pradesh,Warangal,2025-10,353.0,5257.0,7352.0,12609.0,35.71954674220963,-0.06978974548137218,11122.0,Safe,1.0,-776.2015492438213,Low,0.02130613230323515,0.058600176604545244,0.011474316332222819,0.05224624140153465,0.033621993309255666,Underserved
Andhra Pradesh,Warangal,2025-11,335.0,9694.0,7702.0,17396.0,51.928358208955224,0.37964945673725126,14520.0,Safe,1.0,5512.510111824889,High,0.020219700627716077,0.08084770181716783,0.01668113016670582,0.07748946887657333,0.043427363717235275,Underserved
Andhra Pradesh,Warangal,2025-12,166.0,8887.0,7532.0,16419.0,98.90963855421687,-0.05616233616923427,15474.666666666666,Safe,1.0,-869.0934314401773,Low,0.010019314340898117,0.07630710600920203,0.031773093014525175,0.05301163923835803,0.038555640065860694,Underserved
Andhra Pradesh,West Godavari,2025-03,0.0,29862.0,32888.0,62750.0,0.0,0.0,62750.0,Suppressed,0.5,0.0,Low,0.0,0.29162987405307433,0.0,0.05616605616605617,0.09310556783252791,Underserved
Andhra Pradesh,West Godavari,2025-04,0.0,3416.0,38234.0,41650.0,0.0,-0.33625498007968124,52200.0,Suppressed,0.5,-17552.50996015936,Low,0.0,0.19356787656271784,0.0,0.0372799400687847,0.061798356975693816,Underserved
Andhra Pradesh,West Godavari,2025-05,0.0,6762.0,32142.0,38904.0,0.0,-0.06593037214885955,47768.0,Suppressed,0.5,-3149.362016806723,Low,0.0,0.18080587442487336,0.0,0.05246300718089434,0.059488063045551445,Underserved
Andhra Pradesh,West Godavari,2025-06,0.0,7734.0,34765.0,42499.0,0.0,0.09240695044211389,41017.666666666664,Suppressed,0.5,3790.3174909178133,High,0.0,0.1975135939024957,0.0,0.061356190134721905,0.0653896971842209,Underserved
Andhra Pradesh,West Godavari,2025-07,0.0,6410.0,20077.0,26487.0,0.0,-0.376761806160145,35963.333333333336,Suppressed,0.5,-13549.610422206015,Low,0.0,0.12309801552261003,0.0,0.035004831400040695,0.04042988779678708,Underserved
Andhra Pradesh,West Godavari,2025-09,2412.0,16829.0,14431.0,31260.0,12.960199004975124,0.18020160833616483,33415.333333333336,Safe,1.0,6021.496809755727,High,0.14558184451955578,0.14528047590277454,0.004163250563756866,0.06628726982107885,0.10927825767351393,Underserved
Andhra Pradesh,West Godavari,2025-10,1346.0,12516.0,25798.0,38314.0,28.465081723625556,0.22565579014715298,32020.333333333332,Safe,1.0,7225.573619108553,High,0.081240946402704,0.17806385648556955,0.009143938876847273,0.06884025194965694,0.09462834847708762,Underserved
Andhra Pradesh,West Godavari,2025-11,2478.0,24047.0,31787.0,55834.0,22.5318805488297,0.4572741034608758,41802.666666666664,Safe,1.0,19115.27692227384,High,0.14956542732979236,0.25948784681879444,0.007237995679032992,0.0818493391443227,0.14730505802779414,Underserved
Andhra Pradesh,West Godavari,2025-12,1512.0,24525.0,28711.0,53236.0,35.20899470899471,-0.046530787692087294,49128.0,Safe,1.0,-2285.9645377368647,Low,0.09126026074360212,0.24741367290979227,0.011310309896882335,0.05355260533109156,0.11834552868286416,Underserved
Andhra Pradesh,Y. S. R,2025-03,0.0,2151.0,635.0,2786.0,0.0,0.0,2786.0,Suppressed,0.5,0.0,Low,0.0,0.012947901659153228,0.0,0.05616605616605617,0.009500976114351585,Underserved
Andhra Pradesh,Y. S. R,2025-04,0.0,2198.0,1119.0,3317.0,0.0,0.19059583632447952,3051.5,Suppressed,0.5,581.6031945441492,High,0.0,0.015415717804526654,0.0,0.06687107261407334,0.01131182260276533,Underserved
Andhra Pradesh,Y. S. R,2025-05,0.0,3257.0,1514.0,4771.0,0.0,0.43834790473319263,3624.6666666666665,Suppressed,0.5,1588.8650386895788,High,0.0,0.022173165404099086,0.0,0.0807863292035737,0.014730582541587097,Underserved
Andhra Pradesh,Y. S. R,2025-06,0.0,2553.0,1738.0,4291.0,0.0,-0.10060783902745751,4126.333333333333,Suppressed,0.5,-415.14147977363217,Low,0.0,0.019942371148394294,0.0,0.05051531062849445,0.011034242407367733,Underserved
Andhra Pradesh,Y. S. R,2025-07,0.0,5108.0,1101.0,6209.0,0.0,0.44698205546492664,5090.333333333333,Suppressed,0.5,2275.2876563349646,High,0.0,0.028856253195148025,0.0,0.08127127539851847,0.016784003498396254,Underserved
Andhra Pradesh,Y. S. R,2025-09,301.0,2836.0,688.0,3524.0,11.70764119601329,-0.4324367853116444,4674.666666666667,Safe,1.0,-2021.4978257368339,Low,0.018167551907291163,0.016377747827299345,0.0037608869887610957,0.031877787393973574,0.016120301248255847,Underserved
Andhra Pradesh,Y. S. R,2025-10,177.0,2178.0,960.0,3138.0,17.728813559322035,-0.10953461975028378,4290.333333333333,Safe,1.0,-469.94003026863413,Low,0.010683244809270883,0.014583817446670075,0.005695089482596221,0.05001392856103412,0.014788853910332031,Underserved
Andhra Pradesh,Y. S. R,2025-11,329.0,4077.0,1222.0,5299.0,16.106382978723403,0.6886551943913322,3987.0,Safe,1.0,2745.6682600382414,High,0.019857556735876386,0.024627039085374357,0.005173910369008482,0.09484510249328607,0.025850426743093166,Underserved
Andhra Pradesh,Y. S. R,2025-12,191.0,4652.0,1480.0,6132.0,32.10471204188482,0.15719947159841485,4856.333333333333,Safe,1.0,763.4130339057687,High,0.011528247223563496,0.028498396616628712,0.010313110196557925,0.06499533051712708,0.021722972965438306,Underserved
Arunachal Pradesh,Anjaw,2025-03,0.0,234.0,268.0,502.0,0.0,0.0,502.0,Suppressed,0.5,0.0,Low,0.0,0.0023330389924245947,0.0,0.05616605616605617,0.006316517314332996,Underserved
Arunachal Pradesh,Anjaw,2025-04,0.0,0.0,121.0,121.0,0.0,-0.7589641434262948,311.5,Suppressed,0.5,-236.41733067729083,Low,0.0,0.0005623460519589163,0.0,0.013538033458352187,0.0015225071614228937,Underserved
Arunachal Pradesh,Anjaw,2025-05,0.0,0.0,190.0,190.0,0.0,0.5702479338842976,271.0,Suppressed,0.5,154.53719008264466,High,0.0,0.00088302272621648,0.0,0.08819463364917912,0.009084370182782858,Underserved
Arunachal Pradesh,Anjaw,2025-06,0.0,0.0,108.0,108.0,0.0,-0.43157894736842106,139.66666666666666,Suppressed,0.5,-60.277192982456135,Low,0.0,0.0005019287075335781,0.0,0.031925968768074034,0.003343175489067477,Underserved
Arunachal Pradesh,Anjaw,2025-07,0.0,0.0,139.0,139.0,0.0,0.287037037037037,145.66666666666666,Suppressed,0.5,41.81172839506172,High,0.0,0.000646000836547846,0.0,0.07228779451001674,0.007422579701966028,Underserved
Arunachal Pradesh,Anjaw,2025-09,27.0,224.0,97.0,321.0,11.88888888888889,1.3093525179856114,189.33333333333334,Suppressed,0.5,247.9040767386091,High,0.0016296475132786094,0.0014918436585025794,0.0038191098261769643,0.12970722323240308,0.01483395639133792,Underserved
Arunachal Pradesh,Anjaw,2025-10,3.0,70.0,61.0,131.0,43.666666666666664,-0.5919003115264798,197.0,Suppressed,0.5,-116.60436137071652,Low,0.00018107194591984548,0.0006088209322860994,0.014027197772780811,0.022921350024153762,0.005352649615025307,Underserved
Arunachal Pradesh,Anjaw,2025-11,13.0,134.0,284.0,418.0,32.15384615384615,2.1908396946564888,290.0,Suppressed,0.5,635.3435114503817,High,0.0007846450989859971,0.0019426499976762561,0.01032889372111987,0.17921688150695786,0.020884119933817037,Underserved
Arunachal Pradesh,Anjaw,2025-12,3.0,119.0,144.0,263.0,87.66666666666667,-0.3708133971291866,270.6666666666667,Suppressed,0.5,-100.36682615629985,Low,0.00018107194591984548,0.0012222893526049172,0.028161473391155375,0.035338930075772185,0.009605303269957706,Underserved
Arunachal Pradesh,Changlang,2025-03,0.0,1193.0,923.0,2116.0,0.0,0.0,2116.0,Suppressed,0.5,0.0,Low,0.0,0.009834084677231956,0.0,0.05616605616605617,0.008566831019775204,Underserved
Arunachal Pradesh,Changlang,2025-04,0.0,0.0,748.0,748.0,0.0,-0.6465028355387523,1432.0,Suppressed,0.5,-925.7920604914933,Low,0.0,0.0034763210484733,0.0,0.01985454159367203,0.003028350473909193,Underserved
Arunachal Pradesh,Changlang,2025-05,0.0,0.0,649.0,649.0,0.0,-0.13235294117647056,1171.0,Suppressed,0.5,-154.98529411764702,Low,0.0,0.003016219733234187,0.0,0.04873231343819579,0.005778097263789835,Underserved
Arunachal Pradesh,Changlang,2025-06,0.0,0.0,674.0,674.0,0.0,0.03852080123266566,690.3333333333334,Suppressed,0.5,26.592193117616862,High,0.0,0.003132406934052145,0.0,0.05832961765165155,0.006772683845380799,Underserved
Arunachal Pradesh,Changlang,2025-07,0.0,0.0,947.0,947.0,0.0,0.40504451038575673,756.6666666666666,Suppressed,0.5,306.48367952522256,High,0.0,0.004401171166984245,0.0,0.07891580888613531,0.009211932238708804,Underserved
Arunachal Pradesh,Changlang,2025-09,514.0,2376.0,1525.0,3901.0,7.589494163424124,3.1193241816261876,1840.6666666666667,Safe,1.0,5741.636043646603,High,0.03102366006760019,0.01812985081563415,0.0024380000524973095,0.23136619335140982,0.041472638617370765,Underserved
Arunachal Pradesh,Changlang,2025-10,204.0,578.0,621.0,1199.0,5.877450980392157,-0.6926429120738272,2015.6666666666667,Safe,1.0,-1396.1372297701444,Low,0.012312892322549493,0.0055723381512292605,0.0018880343656897391,0.017263035463496883,0.008700768793876212,Underserved
Arunachal Pradesh,Changlang,2025-11,160.0,971.0,1981.0,2952.0,18.45,1.4620517097581316,2684.0,Safe,1.0,3924.1467889908254,High,0.009657170449058426,0.013719384672584468,0.005926758753613878,0.13828373461400983,0.02299240879352247,Underserved
Arunachal Pradesh,Changlang,2025-12,64.0,815.0,1444.0,2259.0,35.296875,-0.2347560975609756,2136.6666666666665,Safe,0.5,-501.59552845528447,Low,0.00386286817962337,0.010498675465910675,0.01133853999357533,0.04298073200512225,0.01126053111084984,Underserved
Arunachal Pradesh,Dibang Valley,2025-03,0.0,0.0,56.0,56.0,0.0,0.0,56.0,Suppressed,0.5,0.0,Low,0.0,0.0002602593298322257,0.0,0.05616605616605617,0.005694683415555285,Underserved
Arunachal Pradesh,Dibang Valley,2025-04,0.0,0.0,22.0,22.0,0.0,-0.6071428571428572,39.0,Suppressed,0.5,-23.67857142857143,Low,0.0,0.00010224473671980295,0.0,0.02206523635095063,0.002237197056111004,Underserved
Arunachal Pradesh,Dibang Valley,2025-05,0.0,0.0,58.0,58.0,0.0,1.6363636363636362,45.333333333333336,Suppressed,0.5,74.18181818181819,High,0.0,0.0002695543058976623,0.0,0.14807414807414807,0.014888281099184105,Underserved
Arunachal Pradesh,Dibang Valley,2025-06,0.0,0.0,36.0,36.0,0.0,-0.3793103448275862,38.666666666666664,Suppressed,0.5,-14.666666666666664,Low,0.0,0.00016730956917785937,0.0,0.03486169003410383,0.0035363618741637414,Underserved
Arunachal Pradesh,Dibang Valley,2025-07,0.0,0.0,33.0,33.0,0.0,-0.08333333333333337,42.333333333333336,Suppressed,0.5,-3.5277777777777795,Low,0.0,0.00015336710507970442,0.0,0.051485551485551485,0.005194565280079061,Underserved
Arunachal Pradesh,Dibang Valley,2025-09,4.0,41.0,20.0,61.0,15.25,0.8484848484848484,43.333333333333336,Suppressed,0.5,36.76767676767677,High,0.00024142926122646064,0.00028349676999581727,0.0048988114359139094,0.10382210382210383,0.011543593404882495,Underserved
Arunachal Pradesh,Dibang Valley,2025-10,4.0,19.0,32.0,51.0,12.75,-0.16393442622950816,48.333333333333336,Suppressed,0.5,-7.923497267759561,Low,0.00024142926122646064,0.0002370218896686341,0.00409572759396081,0.04695850597489942,0.005682674387673279,Underserved
Arunachal Pradesh,Dibang Valley,2025-11,1.0,51.0,251.0,302.0,302.0,4.921568627450981,138.0,Suppressed,0.5,679.1764705882354,High,6.035731530661516e-05,0.0014035413858809315,0.09701252810793448,0.33259115612056794,0.05310682657553062,Underserved
Arunachal Pradesh,Dibang Valley,2025-12,1.0,51.0,29.0,80.0,80.0,-0.7350993377483444,144.33333333333334,Suppressed,0.5,-106.09933774834437,Low,6.035731530661516e-05,0.00037179904261746524,0.025698682942499197,0.014878425474451965,0.006763261774852922,Underserved
Arunachal Pradesh,East Kameng,2025-03,0.0,0.0,433.0,433.0,0.0,0.0,433.0,Suppressed,0.5,0.0,Low,0.0,0.0020123623181670307,0.0,0.05616605616605617,0.006220314312055727,Underserved
Arunachal Pradesh,East Kameng,2025-04,0.0,0.0,501.0,501.0,0.0,0.15704387990762125,467.0,Suppressed,0.5,73.33949191685913,High,0.0,0.0023283915043918763,0.0,0.064986591545483,0.007197176605865864,Underserved
Arunachal Pradesh,East Kameng,2025-05,0.0,0.0,534.0,534.0,0.0,0.06586826347305386,489.3333333333333,Suppressed,0.5,32.23153692614768,High,0.0,0.0024817586094715805,0.0,0.0598656167518443,0.0067310892580259045,Underserved
Arunachal Pradesh,East Kameng,2025-06,0.0,0.0,422.0,422.0,0.0,-0.20973782771535576,485.6666666666667,Suppressed,0.5,-101.86267166042445,Low,0.0,0.0019612399498071293,0.0,0.044385909554448884,0.005026962940387027,Underserved
Arunachal Pradesh,East Kameng,2025-07,0.0,0.0,386.0,386.0,0.0,-0.08530805687203791,447.3333333333333,Suppressed,0.5,-38.16113744075829,Low,0.0,0.0017939303806292699,0.0,0.051374639052364175,0.005675643019425199,Underserved
Arunachal Pradesh,East Kameng,2025-09,87.0,841.0,746.0,1587.0,18.24137931034483,3.1113989637305703,798.3333333333334,Safe,0.5,2483.9335060449052,High,0.0052510864316755185,0.0073755635079239676,0.005859742791630206,0.23092106511795632,0.028577158695169073,Underserved
Arunachal Pradesh,East Kameng,2025-10,43.0,245.0,519.0,764.0,17.767441860465116,-0.5185885318210459,912.3333333333334,Safe,0.5,-473.1256038647342,Low,0.002595364558184452,0.0035506808569967935,0.005707498188392264,0.027038983560722697,0.005948748074123542,Underserved
Arunachal Pradesh,East Kameng,2025-11,49.0,212.0,863.0,1075.0,21.93877551020408,0.4070680628272252,1142.0,Safe,0.5,464.87172774869117,High,0.0029575084500241427,0.00499604963517219,0.00704747044979251,0.07902946384621778,0.011994258745141595,Underserved
Arunachal Pradesh,East Kameng,2025-12,34.0,249.0,333.0,582.0,17.11764705882353,-0.4586046511627907,807.0,Safe,0.5,-370.0939534883721,Low,0.002052148720424915,0.0027048380350420597,0.005498762306078872,0.03040804157083227,0.005772867516981585,Underserved
Arunachal Pradesh,East Siang,2025-03,0.0,170.0,265.0,435.0,0.0,0.0,435.0,Suppressed,0.5,0.0,Low,0.0,0.0020216572942324674,0.0,0.05616605616605617,0.006223102804875358,Underserved
Arunachal Pradesh,East Siang,2025-04,0.0,0.0,303.0,303.0,0.0,-0.303448275862069,369.0,Suppressed,0.5,-111.97241379310347,Low,0.0,0.0014081888739136497,0.0,0.03912256326049429,0.004334712988223524,Underserved
Arunachal Pradesh,East Siang,2025-05,0.0,0.0,258.0,258.0,0.0,-0.14851485148514854,332.0,Suppressed,0.5,-49.30693069306931,Low,0.0,0.0011990519124413254,0.0,0.04782456267604782,0.0051421718413371805,Underserved
Arunachal Pradesh,East Siang,2025-06,0.0,0.0,248.0,248.0,0.0,-0.03875968992248058,269.6666666666667,Suppressed,0.5,-10.45219638242893,Low,0.0,0.0011525770321141424,0.0,0.0539890772448912,0.005744680834123363,Underserved
Arunachal Pradesh,East Siang,2025-07,0.0,0.0,360.0,360.0,0.0,0.4516129032258065,288.6666666666667,Suppressed,0.5,130.36559139784947,High,0.0,0.0016730956917785937,0.0,0.08153137185395251,0.008655065892928828,Underserved
Arunachal Pradesh,East Siang,2025-09,75.0,794.0,281.0,1075.0,14.333333333333334,1.9861111111111112,561.0,Safe,0.5,1114.2083333333333,High,0.004526798647996137,0.00499604963517219,0.004604347360531107,0.16771808438475105,0.02100221226033144,Underserved
Arunachal Pradesh,East Siang,2025-10,54.0,574.0,489.0,1063.0,19.685185185185187,-0.011162790697674452,832.6666666666666,Safe,0.5,-9.29488372093026,Low,0.003259295026557219,0.00494027977877957,0.006323541659230706,0.055539086236760654,0.009604418899778967,Underserved
Arunachal Pradesh,East Siang,2025-11,75.0,632.0,864.0,1496.0,19.946666666666665,0.407337723424271,1211.3333333333333,Safe,0.5,493.4217623079336,High,0.004526798647996137,0.0069526420969466,0.0064075382803298,0.07904460961845722,0.013082480706194118,Underserved
Arunachal Pradesh,East Siang,2025-12,19.0,547.0,810.0,1357.0,71.42105263157895,-0.09291443850267378,1305.3333333333333,Suppressed,0.5,-121.28431372549016,Low,0.0011467889908256881,0.006306641260398755,0.022942837337481193,0.05094741859447742,0.012034017301393883,Underserved
Arunachal Pradesh,Kamle,2025-06,0.0,0.0,25.0,25.0,0.0,0.0,25.0,Suppressed,0.5,0.0,Low,0.0,0.0001161872008179579,0.0,0.05616605616605617,0.0056514617768510045,Underserved
Arunachal Pradesh,Kamle,2025-07,0.0,0.0,66.0,66.0,0.0,1.6400000000000001,45.5,Suppressed,0.5,74.62,High,0.0,0.00030673421015940883,0.0,0.1482783882783883,0.014919859090886653,Underserved
Arunachal Pradesh,Kamle,2025-09,22.0,233.0,29.0,262.0,11.909090909090908,2.9696969696969697,117.66666666666667,Suppressed,0.5,349.4343434343435,High,0.0013278609367455335,0.0012176418645721988,0.0038255993925765852,0.22296222296222296,0.02395777910880749,Underserved
Arunachal Pradesh,Kamle,2025-10,1.0,16.0,5.0,21.0,21.0,-0.9198473282442748,116.33333333333333,Suppressed,0.5,-107.0089058524173,Low,6.035731530661516e-05,9.759724868708463e-05,0.00674590427240604,0.00450185946369152,0.0018527889015791316,Underserved
Arunachal Pradesh,Kamle,2025-11,8.0,73.0,24.0,97.0,12.125,3.6190476190476186,126.66666666666667,Suppressed,0.5,458.4126984126984,High,0.0004828585224529213,0.00045080633917367666,0.003894956633472535,0.25943368800511657,0.027050745437939436,Underserved
Arunachal Pradesh,Kamle,2025-12,2.0,9.0,4.0,13.0,6.5,-0.865979381443299,43.666666666666664,Suppressed,0.5,-37.81443298969072,Low,0.00012071463061323032,6.0417344425338105e-05,0.00208801798907806,0.00752740958926526,0.0012367556123150316,Underserved
Arunachal Pradesh,Kra Daadi,2025-03,0.0,131.0,197.0,328.0,0.0,0.0,328.0,Suppressed,0.5,0.0,Low,0.0,0.0015243760747316077,0.0,0.05616605616605617,0.0060739184390250995,Underserved
Arunachal Pradesh,Kra Daadi,2025-04,0.0,0.0,207.0,207.0,0.0,-0.36890243902439024,267.5,Suppressed,0.5,-98.6814024390244,Low,0.0,0.0009620300227726914,0.0,0.035446261056017156,0.003833235112433523,Underserved
Arunachal Pradesh,Kra Daadi,2025-05,0.0,0.0,198.0,198.0,0.0,-0.04347826086956519,244.33333333333334,Suppressed,0.5,-10.623188405797094,Low,0.0,0.0009202026304782265,0.0,0.05372405372405373,0.005648466161548842,Underserved
Arunachal Pradesh,Kra Daadi,2025-06,0.0,0.0,129.0,129.0,0.0,-0.3484848484848485,178.0,Suppressed,0.5,-62.03030303030303,Low,0.0,0.0005995259562206627,0.0,0.036593036593036594,0.0038391614461698582,Underserved
Arunachal Pradesh,Kra Daadi,2025-07,0.0,0.0,178.0,178.0,0.0,0.3798449612403101,168.33333333333334,Suppressed,0.5,63.9405684754522,High,0.0,0.0008272528698238602,0.0,0.07750044959347285,0.007998220820294444,Underserved
Arunachal Pradesh,Kra Daadi,2025-09,42.0,150.0,132.0,282.0,6.714285714285714,0.5842696629213484,196.33333333333334,Safe,0.5,114.71161048689142,High,0.0025350072428778365,0.001310591625226565,0.0021568537469597543,0.08898217886981932,0.010736769021092987,Underserved
Arunachal Pradesh,Kra Daadi,2025-10,26.0,82.0,93.0,175.0,6.730769230769231,-0.3794326241134752,211.66666666666666,Suppressed,0.5,-80.31323877068559,Low,0.0015692901979719941,0.0008133104057257052,0.002162148805258346,0.034854822088864645,0.004789621170844643,Underserved
Arunachal Pradesh,Kra Daadi,2025-11,19.0,76.0,71.0,147.0,7.7368421052631575,-0.16000000000000003,201.33333333333334,Suppressed,0.5,-32.21333333333334,Low,0.0011467889908256881,0.0006831807408095924,0.002485333152991699,0.04717948717948718,0.005878685167120212,Underserved
Arunachal Pradesh,Kra Daadi,2025-12,10.0,102.0,111.0,213.0,21.3,0.44897959183673475,178.33333333333334,Suppressed,0.5,80.06802721088437,High,0.0006035731530661516,0.0009899149509690012,0.006842274333440412,0.08138346913857118,0.01004520552706236,Underserved
Arunachal Pradesh,Kurung Kumey,2025-03,0.0,0.0,629.0,629.0,0.0,0.0,629.0,Suppressed,0.5,0.0,Low,0.0,0.0029232699725798205,0.0,0.05616605616605617,0.006493586608379564,Underserved
Arunachal Pradesh,Kurung Kumey,2025-04,0.0,0.0,574.0,574.0,0.0,-0.08744038155802858,601.5,Suppressed,0.5,-52.59538950715419,Low,0.0,0.0026676581307803135,0.0,0.05125487478428655,0.0059257849176627495,Underserved
Arunachal Pradesh,Kurung Kumey,2025-05,0.0,0.0,456.0,456.0,0.0,-0.20557491289198604,553.0,Suppressed,0.5,-113.68292682926828,Low,0.0,0.002119254542919552,0.0,0.044619724062232774,0.005097748769099144,Underserved
Arunachal Pradesh,Kurung Kumey,2025-06,0.0,0.0,289.0,289.0,0.0,-0.36622807017543857,439.6666666666667,Suppressed,0.5,-161.01827485380116,Low,0.0,0.0013431240414555933,0.0,0.03559646980699613,0.003962584193136292,Underserved
Arunachal Pradesh,Kurung Kumey,2025-07,0.0,0.0,486.0,486.0,0.0,0.6816608996539792,410.3333333333333,Suppressed,0.5,279.7081891580161,High,0.0,0.0022586791839011014,0.0,0.09445226054222594,0.010122829809392924,Underserved
Arunachal Pradesh,Kurung Kumey,2025-09,31.0,163.0,299.0,462.0,14.903225806451612,-0.04938271604938271,412.3333333333333,Safe,0.5,-20.362139917695472,Low,0.00187107677450507,0.0021471394711158618,0.0047874159352558985,0.053392423762794135,0.007689298114467381,Underserved
Arunachal Pradesh,Kurung Kumey,2025-10,24.0,60.0,179.0,239.0,9.958333333333334,-0.4826839826839827,395.6666666666667,Suppressed,0.5,-190.9819624819625,Low,0.0014485755673587638,0.0011107496398196776,0.0031989506371131815,0.029055600484171912,0.004458005294729237,Underserved
Arunachal Pradesh,Kurung Kumey,2025-11,40.0,117.0,502.0,619.0,15.475,1.5899581589958158,440.0,Safe,0.5,699.5815899581589,High,0.0024142926122646064,0.0028767950922526375,0.004971088981689689,0.14546773542589442,0.017369746911509013,Underserved
Arunachal Pradesh,Kurung Kumey,2025-12,4.0,42.0,164.0,206.0,51.5,-0.6672051696284329,354.6666666666667,Suppressed,0.5,-236.6354334948842,Low,0.00024142926122646064,0.0009573825347399731,0.01654352714423386,0.018691773134422572,0.005561669207201606,Underserved
Arunachal Pradesh,Leparada,2025-09,1.0,7.0,3.0,10.0,10.0,0.0,10.0,Suppressed,0.5,0.0,Low,6.035731530661516e-05,4.6474880327183155e-05,0.0032123353678123997,0.05616605616605617,0.006297158080388898,Underserved
Arunachal Pradesh,Leparada,2025-10,0.0,2.0,15.0,17.0,0.0,0.7,13.5,Suppressed,0.5,9.45,High,0.0,7.900729655621138e-05,0.0,0.09548229548229548,0.009571931737196412,Underserved
Arunachal Pradesh,Leparada,2025-11,1.0,12.0,18.0,30.0,30.0,0.7647058823529411,19.0,Suppressed,0.5,14.52941176470588,High,6.035731530661516e-05,0.00013942464098154947,0.0096370061034372,0.09911656970480501,0.011905028509585053,Underserved
Arunachal Pradesh,Leparada,2025-12,1.0,5.0,3.0,8.0,8.0,-0.7333333333333334,18.333333333333332,Suppressed,0.5,-13.444444444444445,Low,6.035731530661516e-05,3.717990426174653e-05,0.00256986829424992,0.014977614977614975,0.002047032054012652,Underserved
Arunachal Pradesh,Lohit,2025-03,0.0,264.0,464.0,728.0,0.0,0.0,728.0,Suppressed,0.5,0.0,Low,0.0,0.003383371287818934,0.0,0.05616605616605617,0.006631617002951297,Underserved
Arunachal Pradesh,Lohit,2025-04,0.0,0.0,483.0,483.0,0.0,-0.33653846153846156,605.5,Suppressed,0.5,-203.77403846153848,Low,0.0,0.0022447367198029466,0.0,0.0372640180332488,0.004399822819265764,Underserved
Arunachal Pradesh,Lohit,2025-05,0.0,0.0,454.0,454.0,0.0,-0.06004140786749479,555.0,Suppressed,0.5,-33.32298136645961,Low,0.0,0.0021099595668541155,0.0,0.05279376707948137,0.005912364578004372,Underserved
Arunachal Pradesh,Lohit,2025-06,0.0,0.0,386.0,386.0,0.0,-0.14977973568281944,441.0,Suppressed,0.5,-66.05286343612337,Low,0.0,0.0017939303806292699,0.0,0.047753519119157886,0.00531353102610457,Underserved
Arunachal Pradesh,Lohit,2025-07,0.0,0.0,365.0,365.0,0.0,-0.05440414507772018,401.6666666666667,Suppressed,0.5,-21.852331606217607,Low,0.0,0.0016963331319421852,0.0,0.05311038989795467,0.005819938929378123,Underserved
Arunachal Pradesh,Lohit,2025-09,57.0,505.0,400.0,905.0,15.87719298245614,1.4794520547945207,552.0,Safe,0.5,816.6575342465754,High,0.003440366972477064,0.004205976669610076,0.00510028685591267,0.13926104337063241,0.017584101498119623,Underserved
Arunachal Pradesh,Lohit,2025-10,50.0,227.0,419.0,646.0,12.92,-0.2861878453038674,638.6666666666666,Safe,0.5,-182.77863720073665,Low,0.0030178657653307578,0.003002277269136032,0.0041503372952136205,0.040092013572676555,0.006947098303183493,Underserved
Arunachal Pradesh,Lohit,2025-11,44.0,434.0,503.0,937.0,21.295454545454547,0.4504643962848298,829.3333333333334,Safe,0.5,373.5851393188855,High,0.002655721873491067,0.004354696286657062,0.006840814181000497,0.0814668647485985,0.011883546946453497,Underserved
Arunachal Pradesh,Lohit,2025-12,81.0,527.0,885.0,1412.0,17.432098765432098,0.5069370330843117,998.3333333333334,Safe,0.5,506.0921380291712,High,0.004888942539835828,0.006562253102198262,0.00559977473993964,0.0846387100389235,0.013508078898474087,Underserved
Arunachal Pradesh,Longding,2025-03,0.0,330.0,262.0,592.0,0.0,0.0,592.0,Suppressed,0.5,0.0,Low,0.0,0.002751312915369243,0.0,0.05616605616605617,0.006441999491216391,Underserved
Arunachal Pradesh,Longding,2025-04,0.0,0.0,403.0,403.0,0.0,-0.3192567567567568,497.5,Suppressed,0.5,-158.8302364864865,Low,0.0,0.0018729376771854814,0.0,0.038234663234663235,0.004385347626621968,Underserved
Arunachal Pradesh,Longding,2025-05,0.0,0.0,320.0,320.0,0.0,-0.205955334987593,438.3333333333333,Suppressed,0.5,-90.27708850289493,Low,0.0,0.001487196170469861,0.0,0.044598357253444104,0.004905994576485369,Underserved
Arunachal Pradesh,Longding,2025-06,0.0,0.0,277.0,277.0,0.0,-0.13437500000000002,333.3333333333333,Suppressed,0.5,-44.79166666666667,Low,0.0,0.0012873541850629735,0.0,0.04861874236874237,0.005248080492393129,Underserved
Arunachal Pradesh,Longding,2025-07,401.0,0.0,338.0,338.0,0.8428927680798005,0.22021660649819497,311.6666666666667,Safe,1.0,68.63417569193743,High,0.02420328343795268,0.0015708509550587907,0.0002707654250176038,0.06853475445533208,0.017060197192235442,Underserved
Arunachal Pradesh,Longding,2025-09,453.0,622.0,443.0,1065.0,2.3509933774834435,2.1508875739644973,560.0,Safe,1.0,1204.4970414201184,High,0.027341863833896668,0.004949574754845007,0.0007552179175982793,0.1769729284522184,0.030269954388753666,Underserved
